"Min Sales Values","Max Sales Values","Avg Sales Values","Total Sales","Min Profit Values","Max Profit Values","Avg Profit Values","Total Profits"
"25.18","4283.52","1233.3754716981132075","65368.90","-17.42","3872.15","1038.1711320754716981","55023.07"
